ФИО,Группа крови,Любимая еда,Наличие публикаций,Наличие золотой медали,Участие в олимпиадах НИУ ВШЭ,Мотивационное письмо,Мечта,Участие в подготовительных курсах НИУ ВШЭ,Частота прогулок,Участие во всероссийских олимпиадах,Хобби,Средний балл ЕГЭ,Участие в волонтерской деятельности,Средний балл аттестата,Любимый цвет,Наличие питомца,Target
Волкова Виктория Павловна,IV,Пицца,Нет,Да,Да,3,Путешествия,Нет,Ежедневно,Нет,Чтение,50,Да,4.0567745925614975,Черный,Да,0
Новиков Егор Алексеевич,III,Роллы,Нет,Да,Да,2,Бизнес,Да,Несколько раз в неделю,Нет,Спортивные игры,83,-,4.265201424725193,Красный,Нет,1
Васильев Иван Георгиевич,IV,Пицца,Да,Нет,Да,1,Путешествия,Нет,Ежедневно,Нет,Чтение,62,Нет,4.71321823001115,Зеленый,Нет,0
Зайцева Анастасия Павловна,IV,Роллы,Да,Нет,Да,5,Карьерный рост,Да,Несколько раз в неделю,Да,Спортивные игры,93,Нет,4.930227506991671,Синий,Да,1
Соловьев Вячеслав Егорович,I,Бургер,Нет,Нет,Да,1,Наука,Нет,Ежедневно,Да,Кино,71,Нет,4.750121545582124,Желтый,Да,1
Григорьева Елена Павловна,IV,Бургер,Да,Нет,Да,4,Семья,Нет,Ежедневно,Да,Кино,71,Да,4.625808572502197,Зеленый,Да,1
Смирнов Роман Константинович,I,Суши,Нет,Да,Да,0,Путешествия,Да,Ежедневно,-,Спортивные игры,93,Нет,4.129165506969062,Красный,Нет,1
Новиков Юрий Юрьевич,III,Пицца,-,Нет,Да,1,Путешествия,Да,Ежедневно,Нет,Туризм,71,-,4.144445403310245,Красный,Нет,0
Федоров Андрей Иванович,I,Пицца,Да,Нет,Нет,5,Семья,Да,Несколько раз в неделю,Да,Кино,97,Нет,4.569651649112638,Черный,Да,1
Федоров Юрий Павлович,III,Бургер,Нет,Нет,Нет,4,Наука,Да,Редко,Нет,Туризм,62,Да,4.0636900199245645,Черный,Да,0
Смирнов Владимир Романович,III,Роллы,Нет,Да,Да,3,Бизнес,Да,Ежедневно,Да,Музыка,58,Да,4.92106942402973,Синий,Нет,1
Григорьев Егор Алексеевич,II,Салат,Нет,Да,Нет,2,Карьерный рост,Нет,Ежедневно,Нет,Спортивные игры,51,Да,4.499580243278945,Желтый,Нет,0
Васильев Роман Юрьевич,I,Салат,Нет,Нет,Нет,2,Бизнес,Нет,Редко,Да,Кино,63,Да,4.091039716077622,Желтый,Да,0
Козлова Вероника Вячеславовна,IV,Суши,Нет,Да,Да,0,Бизнес,Да,Редко,Да,Музыка,51,Да,4.504729579258868,Желтый,Да,1
Кузнецов Павел Константинович,I,Бургер,Да,Нет,-,0,Семья,Да,Несколько раз в неделю,Нет,Чтение,51,Да,4.755246967750299,Черный,Нет,0
Попов Константин Ильич,II,Салат,Да,Нет,Нет,3,Семья,Нет,Несколько раз в неделю,Да,Спортивные игры,89,Нет,4.481203200912896,Желтый,Нет,0
Смирнова Татьяна Константиновна,III,Роллы,Нет,Нет,Да,5,Путешествия,Да,Несколько раз в неделю,Да,Кино,80,Нет,4.266225211494767,Красный,Да,1
Соколова Светлана Артуровна,II,Суши,Да,Да,Нет,1,Путешествия,Нет,Редко,Нет,Туризм,75,Нет,4.85831259057865,Черный,Да,0
Соловьев Егор Николаевич,III,Бургер,Да,Нет,Да,4,Бизнес,Да,Ежедневно,-,Кино,49,Да,4.311727403932031,Желтый,Нет,1
Морозов Андрей Вячеславович,II,Бургер,Да,Нет,Да,5,Наука,Да,Ежедневно,Нет,Кино,76,Да,4.5283698752195445,Синий,Да,1
Соловьев Андрей Артурович,IV,Салат,Нет,-,Да,4,Семья,Нет,Ежедневно,-,Туризм,93,Нет,4.2825772989552,Желтый,Да,1
Кузнецова Полина Максимовна,I,Роллы,Нет,Да,Да,2,Наука,Нет,Редко,Нет,Музыка,43,Да,4.440922085448914,Зеленый,Нет,0
Романов Иван Владимирович,IV,Бургер,Да,Да,Нет,2,Наука,Да,Ежедневно,Нет,Туризм,59,Нет,4.606254172833084,Красный,Нет,0
Зайцев Дмитрий Николаевич,IV,Пицца,Да,Нет,Нет,3,Бизнес,-,Несколько раз в неделю,Да,Музыка,58,Нет,4.644021147835713,Зеленый,Нет,0
Сидорова Татьяна Дмитриевна,I,Пицца,Да,Нет,Нет,1,Путешествия,Нет,Редко,Да,Музыка,90,Да,4.523939069388355,Зеленый,Да,0
Соколова Надежда Юрьевна,IV,Бургер,Да,Да,Нет,0,Бизнес,Да,Ежедневно,Нет,Музыка,86,Нет,4.920722103113931,Зеленый,Нет,0
Григорьев Виктор Георгиевич,III,Суши,Нет,Нет,-,5,Наука,Нет,Несколько раз в неделю,Да,Музыка,44,Нет,4.7564023403485445,Синий,Нет,1
Кузнецов Павел Антонович,II,Суши,Да,Да,-,3,Наука,Нет,Несколько раз в неделю,Нет,Музыка,57,Нет,4.350184514794474,Синий,Нет,1
Соколова Виктория Романовна,III,Суши,Нет,Да,Нет,3,Путешествия,Нет,Ежедневно,Нет,Кино,41,-,4.551867857120925,Черный,Да,0
Соколова Виктория Владимировна,III,Салат,Нет,Нет,Нет,3,Наука,Да,Несколько раз в неделю,Да,Туризм,52,Да,4.463050003332868,Зеленый,Нет,0
Новиков Владимир Егорович,III,Салат,Нет,Нет,Нет,1,Бизнес,Да,Ежедневно,Нет,Спортивные игры,59,Да,4.775793282461527,Красный,Нет,0
Григорьева Мария Алексеевна,II,Роллы,Да,Да,Да,5,Карьерный рост,Да,Ежедневно,-,Спортивные игры,50,Да,4.760882350916388,Желтый,Нет,1
Соколов Виктор Юрьевич,III,Салат,Да,Да,Да,3,Карьерный рост,Нет,Редко,Нет,Музыка,40,Нет,4.890751887829362,Красный,Да,0
Попова Дарья Максимовна,IV,Роллы,Да,Нет,Нет,1,Бизнес,Нет,Ежедневно,Нет,Спортивные игры,54,Да,4.4757472812175365,Желтый,Да,0
Васильева Виктория Вячеславовна,I,Пицца,Да,Да,Да,4,Путешествия,Да,Редко,Да,Кино,87,Нет,4.434723595962158,Синий,Да,1
Соколова Людмила Дмитриевна,I,Суши,-,Нет,Нет,2,Путешествия,Да,Ежедневно,Да,Чтение,78,Да,4.8017972586521225,Синий,Да,0
Смирнова Мария Павловна,I,Суши,Да,Нет,Да,3,Бизнес,Да,Несколько раз в неделю,Нет,Кино,54,Да,4.808192991067864,Черный,Да,1
Попов Виктор Викторович,II,Салат,Нет,Да,Да,4,Наука,Да,Редко,Нет,Музыка,96,Да,4.747432293546314,Зеленый,Нет,1
Соколов Павел Романович,II,Пицца,Да,Нет,Да,0,Карьерный рост,Нет,Редко,Да,Туризм,64,Нет,4.971502462178317,Зеленый,Да,1
Кузнецова Виктория Дмитриевна,II,Суши,Да,-,Да,0,Семья,Нет,Несколько раз в неделю,Нет,Спортивные игры,91,Нет,4.396963936082072,Черный,Нет,0
Кузнецов Олег Максимович,I,Бургер,Да,-,Нет,0,Наука,-,Редко,Нет,Музыка,91,Да,4.1924103510464,Красный,Нет,0
Васильев Виктор Константинович,III,Пицца,Да,Да,Да,1,Семья,Да,Ежедневно,Нет,Кино,80,Да,4.312918863698407,Черный,Да,1
Смирнов Максим Андреевич,III,Бургер,Да,Да,Нет,3,Наука,Нет,Ежедневно,Нет,Туризм,87,Нет,4.886299316645086,Желтый,Нет,0
Васильев Егор Вячеславович,III,Салат,Да,Да,Нет,3,Семья,Нет,Ежедневно,Да,Кино,67,Да,4.133088022562043,Красный,Нет,1
Волкова Валерия Алексеевна,I,Роллы,Да,Нет,Да,3,Семья,Нет,Несколько раз в неделю,Нет,Музыка,46,Да,4.233299731319333,Красный,Да,0
Романова Ирина Дмитриевна,I,Салат,Нет,Нет,Да,5,Семья,Да,Редко,Нет,Кино,99,Нет,4.281469230277688,Красный,Нет,1
Григорьева Надежда Максимовна,II,Салат,Да,Да,Да,5,Карьерный рост,Да,Ежедневно,Да,Кино,59,Да,4.552433400055595,Зеленый,Нет,1
Попов Егор Вячеславович,II,Пицца,Да,Нет,Нет,5,Семья,Да,Редко,Нет,Спортивные игры,60,Нет,4.928816142328298,Черный,Да,0
Кузнецова Дарья Георгиевна,I,Бургер,-,Нет,Да,4,Путешествия,Да,Редко,Да,Кино,47,Нет,4.871105749044757,Черный,Да,1
Лебедев Илья Константинович,IV,Суши,-,Да,Да,1,Бизнес,Нет,Ежедневно,Нет,Музыка,61,Да,4.609460437972876,Зеленый,Да,0
Морозов Илья Егорович,III,Бургер,Нет,Да,Да,4,Путешествия,Нет,Ежедневно,-,Спортивные игры,72,Да,4.15802591724056,Зеленый,Да,1
Григорьева Анастасия Андреевна,III,Салат,Да,Да,Нет,4,Наука,Нет,Несколько раз в неделю,Да,Туризм,50,Нет,4.730526992817167,Синий,Да,0
Борисов Сергей Дмитриевич,IV,Суши,Нет,Да,Нет,0,Путешествия,Да,Несколько раз в неделю,Да,Спортивные игры,44,Да,4.311248625356002,Синий,Нет,0
Морозова Вероника Максимовна,IV,Салат,Да,Нет,-,1,Наука,Да,Несколько раз в неделю,Да,Туризм,78,Да,4.301091942216103,Черный,Нет,1
Романова Юлия Ильинична,III,Роллы,Да,-,Да,0,Путешествия,Да,Несколько раз в неделю,Да,Музыка,47,Нет,4.191601225951357,Синий,Нет,1
Романов Виктор Алексеевич,II,Суши,-,Да,-,4,Карьерный рост,Да,Редко,Да,Чтение,79,Да,4.410481166814665,Черный,Да,1
Романов Алексей Георгиевич,IV,Пицца,Да,Нет,-,4,Бизнес,Нет,Несколько раз в неделю,Да,Кино,54,Да,4.394678737865154,Синий,Да,0
